id,question
387,Quel est le titre du Tableau 13 ?
388,Quel était le taux de réussite en L2 (PRIVÉ) en 2019 ?
389,Combien d'étudiants de 26 à 27 ans étaient inscrits dans le privé en 2016-2017 ?
390,Quel était le nombre d'étudiants inscrits dans la région Atsimo Atsinanana (public) en 2022 ?
391,Combien de PAT étaient inscrits à Toamasina en 2022 ?
392,Combien d'étudiants étaient inscrits dans la région Melaky (public) en 2018 ?
393,Quel était le taux d'inscrits en L1 en 2017 ?
394,Quel était le nombre total d'étudiants inscrits au CNTEMAD en 2021 ?
395,"D'après la Graphe 30. quel est le nombre d'enseignants féminins dans la tranche d'âge ""[30 - 35["" en 2022 ?"
396,Quel est le sujet de la Graphe 26 ?
397,"Quel est le titre de la section ""DIPLOMES"" ?"
398,Quel université représente la plus grande part des étudiants boursiers en 2022 d'après la Graphe 22 ?
399,Quelle est la tendance générale du nombre de PAT dans le privé entre 2017 et 2022 d'après la Graphe 35 ?
400,Combien d'enseignants permanents travaillaient dans le domaine ALSH en 2022 ?
401,Combien y avait-il d'étudiants inscrits à l'IST en 2018 ?
402,Quel est le pourcentage d'étudiants inscrits dans le domaine des sciences de l'éducation (SE) en 2022 ?
403,"Quel était le total de PAT dans les ""ENSEMBLE PRIVÉS"" en 2022 ?"
404,D'après la Graphe 51. quel est le pourcentage de chercheurs enseignants de l'IMVAVET en 2022 ?
405,Combien d'enseignants permanents travaillaient dans le domaine SSTE en 2022 ?
406,Quel était le nombre d'inscrits dans le domaine SSANTE à l'ESUP en 2019 ?
407,D'après la Graphe 19. quelle est la proportion d'étudiants dans le privé dans la région Itasy en 2022 ?
408,Quel est le titre de la Graphe 52 ?
409,Quel était le nombre d'étudiants étrangers inscrits dans le public en 2020 d'après la Graphe 20 ?
410,Quel est le titre de la Graphe 12 ?
411,Quel est le titre du Tableau 29 ?
412,D'après le texte descriptif de la Graphe 40. quelles universités ont dépassé les 70% de taux de réussite en 2020 ?
413,Combien d'enseignants étaient inscrits à Antananarivo en 2017 ?
414,D'après le texte descriptif de la Graphe 23. quel est le taux d'augmentation des étudiants inscrits dans l'Enseignement Supérieur Public ?
415,Quel est le titre de la Graphe 14 ?
416,Quel est le pourcentage d'admis en série L au baccalauréat en 2022 ?
417,"Quel était le ratio ""étudiants / PAT (Public + Privé)"" en 2020 ?"
418,Quel est le nombre de chercheurs enseignants masculins dans l'Administration en 2022 d'après la Graphe 50 ?
419,"Quel était le total d'étudiants boursiers inscrits dans les ""6 UNIV"" en 2022 ?"
420,Quel était le nombre d'enseignants permanents dans le domaine SI en 2018 ?
421,Quel est le nombre de chercheurs enseignants masculins à l'INSTN en 2022 d'après la Graphe 50 ?
422,Quelle est la source du Tableau 05 ?
423,Quel était le taux de réussite en L1 (PUBLIC) en 2017 ?
424,Combien d'étudiants inscrits étaient de niveau L1 en 2022 ?
425,Quelle tendance observe-t-on pour le nombre d'étudiants doctorants entre 2017 et 2019 ?
426,Quel était le nombre d'enseignants permanents de 50 à 55 ans en 2019 ?
427,Combien d'enseignants étaient inscrits à IST AMBOSITRA en 2017 ?
428,D'après le texte descriptif de la Graphe 23. comment évolue le nombre d'étudiants bénéficiant de bourses par rapport au total d'étudiants inscrits ?
429,Quel était le total d'étudiants étrangers inscrits dans le Total PRIVÉ en 2019 ?
430,Combien y avait-il d'étudiants dans le domaine ALSH en 2018 ?
431,Quelle est la source du Tableau 08 ?
432,Quelle information est présentée dans la Graphe 06 ?
433,Quel était le nombre d'enseignants permanents de grade MC en 2022 ?
434,"Combien d'étudiants étrangers étaient inscrits dans la ""3 IST"" en 2020 ?"
435,D'après le texte descriptif de la Graphe 52. quel programme est le plus remarquable et comment a-t-il évolué en 2022 ?
436,D'après le texte. comment se comparent ces deux ratios entre les institutions d'enseignement supérieur public et privées ?
437,Combien d'enseignants vacataires féminins étaient inscrits à Toamasina en 2020 ?
438,D'après la Graphe 49. quel est le ratio étudiants/enseignant pour le domaine SSTE en 2022 ?
439,Quel est le nombre de chercheurs enseignants féminins dans l'Administration en 2022 d'après la Graphe 50 ?
440,Combien d'étudiants étaient inscrits au niveau 8 en 2022 ?
441,D'après le texte descriptif du Tableau 22. où se trouve le taux le plus élevé d'enseignants vacataires ?
442,"Quel était le total de PAT masculins dans les ""total 3 IST"" en 2022 ?"
443,D'après le texte descriptif de la Graphe 41. quel est le taux de réussite en première année (L1) pour les IES privés ?
444,Combien d'étudiants étaient inscrits à Antananarivo (IST) en 2020 ?
445,Quel était le nombre d'enseignants permanents de 55 à 60 ans en 2020 ?
446,Combien d'étudiants féminins étaient inscrits dans le S/T public en 2017 ?
447,Quel était le total d'étudiants étrangers par nationalité en 2020 ?
448,Combien d'étudiants boursiers étaient inscrits à IST en 2019 ?
449,Quel était le total d'enseignants permanents en 2022 ?
450,Que montre la Graphe 05 ?
451,Combien d'étudiants étaient inscrits dans le domaine ALSH en 2022 ?
452,"Quel était le taux d'évolution du programme ""028"" en 2022 ?"
453,Quel était le taux de réussite en L3 (PRIVÉ) en 2019 ?
454,Quel était le taux de réussite en L1 (PUBLIC) en 2016 ?
455,Quel était le nombre d'enseignants permanents dans le domaine SSANTE en 2019 ?
456,D'après le texte. quels sont les ratios Étudiants/Personnel Enseignant dans le domaine des Sciences et Technologies et Sciences de l'Éducation ?
457,Quel était le nombre d'étudiants inscrits dans la région Itasy (public) en 2022 ?
458,Quel était le total S/T pour les IST en 2022 ?
459,Quel était le nombre d'étudiants boursiers à l'ESUP en 2020 d'après la Graphe 23 ?
460,Quel était le pourcentage d'étudiants de moins de 18 ans inscrits dans le public en 2021-2022 ?
461,Quel était le nombre total d'étudiants étrangers inscrits dans le privé en 2020 ?
462,"Quel était le nombre de PAT à IST AMBOSITRA dans la catégorie ""EFA"" en 2022 ?"
463,D'après le texte descriptif de la Graphe 44. sur 100 étudiants inscrits. combien doivent redoubler ?
464,Quel était le nombre total d'étudiants inscrits en 2021 ?
465,D'après la Graphe 21. quel est le pourcentage d'étudiants étrangers comoriens à l'ESUP en 2021-2022 ?
466,"Quel était le ratio ""étudiants / PAT - Privé"" en 2020 ?"
467,D'après la Graphe 51. quelle institution représente le plus grand pourcentage de chercheurs enseignants en 2022 ?
468,Quel était le taux de réussite en Ensemble (PUBLIC) en 2017 ?
469,Quel est le titre de la Graphe 15 ?
470,Quel était le nombre d'étudiants inscrits en L3 en 2020 ?
471,Quel était le total d'enseignants permanents en 2021 ?
472,Combien d'étudiants étaient inscrits à Ambositra (IST) en 2022 ?
473,Quel est le nombre d'admis en série L en 2022 ?
474,Quel est le nombre d'enseignants vacataires masculins à Toliara en 2022 ?
475,Combien d'enseignants vacataires masculins étaient inscrits à Mahajanga en 2019 ?
476,"Que signifie ""PBZT"" ?"
477,Combien d'étudiants étrangers étaient inscrits à Fianarantsoa en 2022 ?
478,Combien d'étudiants boursiers étaient inscrits à Toliara en 2019 ?
479,Combien d'étudiants de 18 à 19 ans étaient inscrits dans le privé en 2017-2018 ?
480,Quel est le titre du Tableau 15 ?
481,D'après le texte descriptif de la Graphe 44. quel est le taux de redoublement pour les Instituts Supérieurs de Technologie ?
482,"Quel était le taux d'Abandon pour les ""6 Universités"" en 2018 ?"
483,Quel était le total des diplômés de niveau L en 2017 ?
484,Quel est le nombre d'étudiants boursiers féminins à Mahajanga en 2022 d'après la Graphe 24 ?
485,Quelle est la source du Tableau 12 ?
486,Quel est le titre du Tableau 03 ?
487,Quel était le nombre d'étudiants de 40 ans et plus inscrits dans le privé en 2020-2021 ?
488,Quel était le total d'enseignants permanents en 2022 ?
489,Quelle institution supérieure publique est associée à la région Bongolava ?
490,Quel était le nombre de PAT dans le privé en 2018 d'après la Graphe 35 ?
491,Quel était le taux de réussite au M2 pour l'IST en 2020 ?
492,Combien d'étudiants boursiers étaient inscrits à Fianarantsoa en 2020 ?
493,Quel était le nombre d'enseignants à Toamasina en 2019 ?
494,Quel est le titre de la section 10 ?
495,Quel était le total des enseignants vacataires féminins dans l'ENSEMBLE en 2022 ?
496,Quel était le nombre d'enseignants permanents de 35 à 40 ans en 2021 ?
497,D'après le texte descriptif de la Graphe 36. quelle université affiche le taux le plus élevé de personnel administratif et technique ?
498,Quel était le total d'étudiants étrangers inscrits dans le Total PUBLIC en 2019 ?
499,Quel était le nombre d'étudiants inscrits dans la région Atsimo Andrefana (privé) en 2022 ?
500,Combien y avait-il d'étudiants dans l'Ensemble PRIVES en 2017 ?
501,Combien d'étudiants étrangers européens étaient inscrits en 2017 ?
502,"Quel était le taux de réussite pour le ""TOTAL PUBLIC"" en 2020 d'après la Graphe 39 ?"
503,Quel est le sujet de la Graphe 30 ?
504,Quel grade représentait la barre bleue en 2018 dans la Graphe 27 ?
505,Quel est le nombre de chercheurs enseignants masculins au CNRE en 2022 d'après la Graphe 50 ?
506,Quel était le total d'enseignants permanents en 2017 ?
507,Quel est le nombre d'enseignants vacataires masculins à Diégo en 2022 ?
508,Quel était le total de PAT féminins dans le CNTEMAD en 2017 ?
509,Quel type d'établissement représente la barre verte dans la Graphe 15 ?
510,D'après la Graphe 44. quelle ligne représente le taux d'Abandon (A) ?
511,D'après le texte descriptif de la Graphe 44. entre quels pourcentages oscille le taux de réussite à l'Institut d'Enseignement Supérieur Public ?
512,D'après la Graphe 37. comment évoluent les effectifs masculins (public) de PAT entre 2017 et 2022 ?
513,"Quel était le ratio ""étudiants / PAT - Public"" en 2018 ?"
514,Quel est le sujet de la Graphe 43 ?
515,Quel était le total d'étudiants étrangers par nationalité en 2022 ?
516,Combien d'étudiants étaient inscrits dans le Centre (total PUBLIC) en 2022 ?
517,D'après la Graphe 19. quelle est la proportion d'étudiants dans le public dans la région Alaotra Mangoro en 2022 ?
518,Quel était le nombre de nouveaux bacheliers inscrits dans le secteur privé via le CNTEMAD en 2020 ?
519,"Quel était le nombre total d'étudiants inscrits dans les ""6 UNIVERSITES"" en 2022 ?"
520,Quel est le titre du Tableau 31 ?
521,"Quel est le titre de la sous-section sous ""8- L'EFFICACITE INTERNE"" ?"
522,Quel était le taux de réussite en Ensemble (PUBLIC) en 2016 ?
523,Quel est le nombre d'étudiants boursiers masculins à Diégo en 2022 d'après la Graphe 24 ?
524,"D'après la Graphe 30. quel est le nombre d'enseignants masculins dans la tranche d'âge ""[45 - 50["" en 2022 ?"
525,D'après la Graphe 26. quelle est la proportion d'enseignants masculins dans le domaine SSANTE en 2022 ?
526,"Quel était le taux d'évolution du programme ""311"" en 2022 ?"
527,"D'après la Graphe 29. quel est le pourcentage d'enseignants dans la tranche d'âge ""[55 - 60["" en 2022 ?"
528,"D'après la Graphe 47. comment évolue le ratio ""étudiants / PE - Public"" de 2017 à 2022 ?"
529,"Quel était le total d'étudiants boursiers inscrits dans les ""6 UNIV"" en 2020 ?"
530,D'après le texte descriptif de la Graphe 30. quelle est la fourchette des taux des enseignants âgés de moins de 35 ans ?
531,Quel était le nombre d'étudiants boursiers à l'ESUP en 2022 d'après la Graphe 23 ?
532,Combien d'étudiants africains étaient inscrits en 2019 ?
533,Quel était le nombre total d'étudiants à l'ESUP en 2020 d'après la Graphe 23 ?
534,D'après le texte descriptif de la Graphe 26. quelle est la proportion d'enseignants masculins dans les sciences de la société ?
535,Quelle était la valeur du taux brut de scolarisation en 2017 d'après la Graphe 46 ?
536,Quel était le nombre d'étudiants étrangers inscrits dans le public en 2019 d'après la Graphe 20 ?
537,Quel était le nombre total d'enseignants permanents en 2022 ?
538,D'après le texte. quelle est la part des sciences de l'ingénieur (SI) ?
539,"Quelle est la signification de ""CNRO"" ?"
540,Quel était le nombre d'enseignants permanents de grade A en 2021 ?
541,Quel grade a fluctué mais est revenu à un niveau proche de 2017 en 2022 ?
542,Que montre la Graphe 52 ?
543,Quel est le nombre d'enseignants vacataires masculins à Fianarantsoa en 2022 ?
544,Quel est le pourcentage d'étudiants inscrits à Fianarantsoa dans les 6 universités en 2022 ?
545,Que montre la Graphe 38 ?
546,Quel était le nombre d'enseignants permanents de moins de 30 ans en 2020 ?
547,Quel est le pourcentage d'étudiants inscrits dans le domaine des sciences et technologies (STECH) en 2022 ?
548,Quel était le total de PAT féminins dans l'ENSEMBLE PRIVÉS en 2020 ?
549,Quel était le nombre d'enseignants permanents de 55 à 60 ans en 2021 ?
550,Quel était le taux de réussite en L1 (PUBLIC) en 2020 ?
551,"Quel était le nombre de PAT à Diégo dans la catégorie ""ECD"" en 2022 ?"
552,Que montre la Graphe 11 ?
553,Combien d'étudiants étrangers asiatiques étaient inscrits en 2017 ?
554,Quel était le nombre d'inscrits dans le domaine STECH à l'ESUP en 2020 ?
555,Quel était le taux de réussite en M2 (PRIVÉ) en 2017 ?
556,Combien d'enseignants permanents avaient plus de 60 ans en 2020 ?
557,Quel était le total d'étudiants masculins inscrits en ENSEMBLE en 2021 ?
558,Que représente la Graphe 54 ?
559,Quel est le pourcentage d'enseignants vacataires à Mahajanga en 2022 d'après la Graphe 33 ?
560,Quel est le nombre de chercheurs enseignants féminins au CIDST en 2022 d'après la Graphe 50 ?
561,Quel était le taux d'enseignants à IST TANA en 2022 ?
562,Quel était le taux de réussite en L1 (PRIVÉ) en 2020 ?
563,Quel était approximativement le pourcentage d'Instituts en 2020 ?
564,Quel est le titre de la Graphe 23 ?
565,Quel était l'effectif étudiant à l'ESUP en 2020 ?
566,D'après la Graphe 34. quelle est la proportion d'enseignants vacataires féminins à l'ISP Privé en 2022 ?
567,Combien de diplômés de niveau D étaient à Toliara en 2016 ?
568,Quelle est la section numérotée 7 ?
569,Quel était le nombre d'enseignants permanents de 45 à 50 ans en 2017 ?
570,Que montre la Graphe 31 ?
571,Quel domaine est représenté par la ligne orange dans la Graphe 25 ?
572,"Quel était le total des diplômés de niveau M pour le ""total PRIVÉ"" en 2020 ?"
573,Combien d'étudiants étaient inscrits dans la région DIANA (public) en 2019 ?
574,Quel est le titre du Tableau 21 ?
575,Quel domaine est représenté par la ligne noire dans la Graphe 25 ?
576,Combien d'enseignants permanents de grade A travaillaient en 2022 ?
577,Quelle était la tendance du nombre d'étudiants inscrits entre 2017 et 2022 ?
578,Quel est le titre du Tableau 28 ?
579,Quel est le nombre d'étudiants boursiers féminins à Diégo en 2022 d'après la Graphe 24 ?
580,Quel était le total d'étudiants inscrits en 2022 ?
581,D'après le texte. quel est le ratio Étudiants/Personnel Enseignant dans le domaine de Sciences de l'Ingénieur ?
582,Quel était le nombre d'enseignants à Fianarantsoa en 2020 ?
583,Combien d'étudiants étaient inscrits dans les Instituts (ensemble) en 2017 ?
584,Combien y avait-il d'étudiants dans l'Ensemble PRIVES en 2020 ?
585,Quelle est l'institution supérieure publique située dans la région Alaotra Mangoro ?
586,Combien d'élèves ont été admis en série A en 2021 ?
587,Combien d'élèves étaient inscrits au baccalauréat en 2018 ?
588,Combien d'étudiants boursiers étaient inscrits à Ambositra (hors universités) en 2022 ?
589,Quel était le taux de réussite en L1 (PRIVÉ) en 2018 ?
590,Quel est le titre du Tableau 27 ?
591,Combien d'étudiants étaient inscrits en L2 en 2018 ?
592,"Quel était le total de PAT dans les ""Ensemble 6 UNIV"" en 2018 ?"
593,Combien d'étudiants étaient inscrits dans le Centre (ensemble) en 2018 ?
594,Quel était le taux de réussite en L2 (PRIVÉ) en 2016 ?
595,Quelles sont les institutions supérieures publiques dans la région Atsinanana ?
596,Quel est le pourcentage d'étudiants inscrits dans le domaine de la science de la société (SSTE) en 2022 ?
597,Quel était le nombre d'étudiants inscrits dans la région Sofia (privé) en 2022 ?
598,Quel était le nombre total d'étudiants inscrits à l'IST en 2020 ?
599,D'après la Graphe 49. quel est le ratio étudiants/enseignant pour le domaine SSANTE en 2022 ?
600,Quel était le nombre d'enseignants à Toliara en 2019 ?
601,D'après le texte descriptif de la Graphe 44. sur 100 étudiants inscrits. combien abandonnent leurs études ?
602,Quel était le taux de réussite en M1 (PRIVÉ) en 2018 ?
603,Quel est le pourcentage d'étudiants doctorants à Mahajanga en 2022 ?
604,Combien d'étudiants étrangers européens étaient inscrits en 2021 ?
605,Quel était le taux de réussite en Doctorat (PRIVÉ) en 2016 ?
606,Quelle université représente le plus grand pourcentage de PAT en 2022 d'après la Graphe 36 ?
607,Combien y avait-il d'étudiants dans le domaine SSANTE en 2017 ?
608,Quel est le titre de la Graphe 28 ?
609,D'après la Graphe 19. quelle est la proportion d'étudiants dans le privé dans la région Haute Matsiatra en 2022 ?
610,Quel est le pourcentage d'admis en série OSE au baccalauréat en 2022 ?
611,Combien d'enseignants vacataires féminins étaient inscrits à l'IST en 2022 ?
612,Combien d'étudiants boursiers étaient inscrits à IST en 2017 ?
613,Quel était le nombre d'enseignants à IST TANA en 2021 ?
614,D'après le texte. quelle est la part des sciences et technologies dans la répartition par domaine ?
615,Combien d'enseignants vacataires masculins étaient inscrits à Antananarivo en 2019 ?
616,Quelle est la source du Tableau 07 ?
617,"Quel était le taux de Redoublement pour les ""6 Universités"" en 2017 ?"
618,Quel était le total d'enseignants permanents en 2021 ?
619,Combien d'étudiants étrangers d'autres nationalités étaient inscrits en 2021 ?
620,Combien d'enseignants permanents travaillaient dans le domaine SSANTE en 2022 ?
621,Quel était le nombre d'étudiants inscrits dans la région Atsimo Atsinanana (privé) en 2022 ?
622,Combien d'enseignants permanents avaient plus de 60 ans en 2022 ?
623,Dans quelle région se trouve l'IES ANOSY ?
624,Combien de PAT étaient inscrits à Mahajanga en 2020 ?
625,Quel était le taux de réussite en L2 (PRIVÉ) en 2019 ?
626,"Quel était le total de PAT dans les ""ENSEMBLE PRIVÉS"" en 2017 ?"
627,Quelles sont les institutions supérieures publiques dans la région Sava ?
628,Combien d'enseignants étaient inscrits à IST AMBOSITRA en 2022 ?
629,"Quel était le taux d'évolution du programme ""050"" en 2021 ?"
630,Combien d'étudiants de 34 à 35 ans étaient inscrits dans le privé en 2018-2019 ?
631,Quel est le titre du Tableau 12 ?
632,"Quel était le ratio ""étudiants / PE"" en 2017 d'après la Graphe 48 ?"
633,Quel était le taux de réussite en Doctorat (PUBLIC) en 2016 ?
634,Quel était le taux de réussite à l'examen à Antsiranana en 2020 d'après la Graphe 40 ?
635,Combien d'enseignants permanents avaient entre 35 et 40 ans en 2019 ?
636,D'après le texte descriptif de la Graphe 26. quelle est la proportion d'enseignants masculins dans les Arts. Lettres. Sciences Humaines ?
637,Combien y avait-il d'étudiants dans l'ENSEMBLE SYSTEME en 2022 ?
638,Quel est le titre de la Graphe 29 ?
639,Combien d'enseignants permanents de grade P travaillaient en 2018 ?
640,"Combien y avait-il d'étudiants inscrits dans les ""6 UNIVERSITES"" en 2022 ?"
641,Quel était le nombre d'étudiants pour 100 000 habitants en 2017 ?
642,Quel est le total d'enseignants vacataires masculins dans les 6 universités en 2020 ?
643,Combien de PAT masculins étaient inscrits à Fianarantsoa en 2019 ?
644,Combien d'enseignants étaient inscrits à IST TANA en 2019 ?
645,Quel était le nombre total d'étudiants étrangers inscrits dans le privé en 2018 ?
646,Quel est le nombre d'enseignants vacataires masculins à Mahajanga en 2022 ?
647,D'après le texte descriptif de la Graphe 40. où se situe le taux de réussite pour les universités de Toliara. Antananarivo et Mahajanga en 2020 ?
648,D'après le texte descriptif de la Graphe 21. quel est le pourcentage d'étudiants étrangers comoriens en 2022 ?
649,Quel était le nombre d'étudiants étrangers inscrits dans le privé en 2022 d'après la Graphe 20 ?
650,D'après le texte descriptif de la Graphe 28. quel est le pourcentage d'enseignants permanents assistants ?
651,Quel était le total des diplômés de niveau M en 2018 ?
652,Quel était le taux de réussite en L3 (PRIVÉ) en 2017 ?
653,Quel est le pourcentage d'étudiants inscrits à Antsiranana dans les 6 universités en 2022 ?
654,Quelle est la proportion d'étudiants féminins dans la série d'Antananarivo en 2022 ?
655,Que montre la Graphe 41 ?
656,Quel était le nombre d'étudiants inscrits dans la région Itasy (privé) en 2022 ?
657,"Quel était le total de PAT dans les ""ENSEMBLE PUBLICS"" en 2017 ?"
658,Quel était le nombre total d'étudiants doctorants en 2017 d'après la Graphe 09 ?
659,"Quel était le total de PAT dans les ""PUB + PRIVES"" en 2019 ?"
660,Quel était le nombre d'enseignants permanents de 40 à 45 ans en 2017 ?
661,Quel était le nombre d'étudiants inscrits dans la région Vakinankaratra (public) en 2022 ?
662,Combien d'étudiants étaient inscrits au niveau 6 en 2017 ?
663,D'après le texte descriptif de la Graphe 31. quelle est la proportion des enseignants de l'IST de Diégo ?
664,D'après la Graphe 14. quelle tranche d'âge représente le plus grand nombre d'étudiants inscrits dans le privé ?
665,"Quel était le total de PAT dans les ""Ensemble 6 UNIV"" en 2017 ?"
666,Quel type d'établissement représente la barre bleue dans la Graphe 15 ?
667,D'après le texte descriptif de la Graphe 26. quelle est la proportion d'enseignants masculins dans tous les domaines ?
668,D'après le texte. quelle est la baisse en pourcentage du nombre d'inscrits entre 2018 et 2020 ?
669,Quel était le nombre de PAT dans le privé en 2020 d'après la Graphe 35 ?
670,Quel était le nombre total d'étudiants étrangers inscrits dans le privé en 2022 ?
671,"Quel était le total des diplômés de niveau D pour le ""total PRIVÉ"" en 2016 ?"
672,D'après la Graphe 37. comment évoluent les effectifs masculins (privé) de PAT entre 2017 et 2022 ?
673,Quel était le nombre total d'étudiants à l'ESUP en 2022 d'après la Graphe 23 ?
674,Quel était le nombre d'enseignants à IST TANA en 2020 ?
675,Quel est le nombre de chercheurs enseignants masculins au CNRO en 2022 d'après la Graphe 50 ?
676,Quel est le pourcentage d'étudiants inscrits dans le domaine SI en 2022 d'après la Graphe 13 ?
677,Quel est le titre du Tableau 19 ?
678,Combien y avait-il d'étudiants inscrits à l'IST en 2022 ?
679,Quel est le pourcentage d'étudiants inscrits dans le domaine de la science de la société (SSTE) d'après le texte descriptif de la Graphe 11 ?
680,D'après le texte. quel était le pourcentage de doctorants affiliés à l'Université de Toamasina en 2022 ?
681,Quel était le taux d'enseignants à IST AMBOSITRA en 2022 ?
682,Quel est le sujet de la Graphe 32 ?
683,Combien d'étudiants comoriens étaient inscrits en 2017 ?
684,Combien d'étudiants africains étaient inscrits en 2017 ?
685,Quel est le titre de la section 9 ?
686,Quel était le total d'étudiants féminins inscrits en ENSEMBLE en 2019 ?
687,Que montre la Graphe 15 ?
688,Quel était le nombre d'enseignants à Mahajanga en 2021 ?
689,D'après le texte descriptif de la Graphe 51. où se trouve le groupe de chercheurs le plus important ?
690,Combien d'étudiants étaient inscrits à Mahajanga en 2020 ?
691,Quelle était la population de 18 à 22 ans en 2018 ?
692,"Quel était le total de PAT dans le ""total CNTEMAD"" dans la catégorie ""ECD"" en 2022 ?"
693,Quel est le titre du Tableau 07 ?
694,Quel est le pourcentage d'étudiants inscrits en M2 en 2022 d'après la Graphe 18 ?
695,Quel était le taux de réussite en L2 (PRIVÉ) en 2020 ?
696,Quel était le nombre de diplômés du secteur privé en 2020 d'après la Graphe 42 ?
697,Combien d'étudiants étaient inscrits dans les Facultés (total PUBLIC) en 2017 ?
698,Quel était le nombre d'étudiants boursiers à l'ESUP en 2018 d'après la Graphe 23 ?
699,Quel était le taux de réussite en Ensemble (PRIVÉ) en 2019 ?
700,"Quel était le nombre de PAT à Mahajanga dans la catégorie ""III"" en 2022 ?"
701,Quel était le nombre d'étudiants étrangers inscrits dans le privé en 2020 d'après la Graphe 20 ?
702,Combien d'étudiants étrangers étaient inscrits à Antananarivo en 2020 ?
703,"D'après la Graphe 30. quel est le nombre d'enseignants féminins dans la tranche d'âge ""[40 - 45["" en 2022 ?"
704,Quel était le nombre d'enseignants permanents de grade PT en 2022 ?
705,Quel est le pourcentage d'étudiants inscrits dans le domaine des Arts. Lettres. Sciences Humaines (ALSH) d'après le texte descriptif de la Graphe 11 ?
706,"Quel était le taux d'Abandon pour ""CNTEMAD"" en 2019 ?"
707,Quel est le total d'enseignants vacataires dans les 6 universités en 2020 ?
708,D'après la Graphe 34. quel est le genre dominant des enseignants vacataires à l'ESUP en 2022 ?
709,Quel était le taux d'inscrits en L3 en 2020 ?
710,Combien d'étudiants inscrits étaient de niveau L3 en 2022 ?
711,"Quel était le nombre total d'étudiants inscrits dans les ""Total 6 universités"" en 2022 ?"
712,Combien d'étudiants étaient inscrits à Toamasina en 2022 ?
713,Quel est le nombre d'enseignants vacataires féminins à Mahajanga en 2022 ?
714,"Quel était le nombre de PAT à Antananarivo dans la catégorie ""EFA"" en 2022 ?"
715,Quel était le nombre d'enseignants à Antsiranana en 2022 ?
716,Quel était le taux de réussite en L1 (PRIVÉ) en 2016 ?
717,Combien d'enseignants permanents avaient entre 45 et 50 ans en 2022 ?
718,"Quel était le nombre de PAT à Fianarantsoa dans la catégorie ""I"" en 2022 ?"
719,Combien d'enseignants permanents travaillaient dans le domaine SE en 2022 ?
720,Quel était le nombre d'enseignants permanents de plus de 60 ans en 2021 ?
721,Quel était le nombre total d'étudiants inscrits dans l'ENSEMBLE SYSTEME en 2019 ?
722,Quelle est la proportion d'étudiants féminins dans la série d'Antsiranana en 2022 d'après la Graphe 16 ?
723,Quel était le nombre d'étudiants inscrits dans la région Melaky (public) en 2022 ?
724,Quel était le nombre d'étudiants masculins dans les universités en 2022 ?
725,Quel est le sujet de la Graphe 21 ?
726,Quel est le pourcentage d'étudiants boursiers à Mahajanga en 2022 d'après la Graphe 22 ?
727,Combien d'enseignants vacataires masculins étaient inscrits à IST TANA en 2020 ?
728,Quel était le nombre d'enseignants à IST DIEGO en 2018 ?
729,Quelle est la section numérotée 5 ?
730,Quel était le total d'étudiants étrangers par nationalité en 2017 ?
731,Quel était le taux de réussite en M1 (PRIVÉ) en 2019 ?
732,"Quel était le nombre de PAT à Antananarivo dans la catégorie ""I"" en 2022 ?"
733,Quel était le nombre de PAT dans le public en 2017 d'après la Graphe 35 ?
734,Quel était le nombre d'étudiants étrangers inscrits dans le public en 2018 d'après la Graphe 20 ?
735,Combien de nouveaux bacheliers sont entrés en première année dans le secteur public en 2017 ?
736,Quel était le taux de réussite en L2 pour l'IST en 2020 ?
737,Combien d'étudiants étaient inscrits dans le privé en 2022 ?
738,Combien d'étudiants étaient inscrits dans l'Ensemble PRIVES en 2021 ?
739,Quel était le nombre d'inscrits dans le domaine ALSH à l'ESUP en 2017 ?
740,Quel est le titre du Tableau 05 ?
741,Quel était le taux de réussite en Ensemble (PUBLIC) en 2019 ?
742,Combien d'étudiants étaient inscrits dans les Ecoles (total PUBLIC) en 2018 ?
743,Combien d'enseignants étaient inscrits à IST DIEGO en 2019 ?
744,Entre 2016 et 2020. quel était le taux de transition oscille pour les institutions supérieures publiques ?
745,Combien d'étudiants étaient inscrits dans le Centre (total PUBLIC) en 2020 ?
746,"Quel était le nombre de PAT à Toamasina dans la catégorie ""III"" en 2022 ?"
747,Quel est le pourcentage d'enseignants vacataires à Fianarantsoa en 2022 d'après la Graphe 33 ?
748,D'après la Graphe 21. quel est le pourcentage d'étudiants étrangers asiatiques à l'ESUP en 2021-2022 ?
749,Combien d'étudiants d'autres nationalités étaient inscrits en 2018 ?
750,Quel est le titre de la Graphe 22 ?
751,Combien d'étudiants étaient inscrits dans les Instituts (total PUBLIC) en 2019 ?
752,Quel était le nombre total S/T pour les IST en 2022 ?
753,Quel était le nombre de PAT dans le privé en 2022 d'après la Graphe 35 ?
754,Combien d'étudiants étaient inscrits dans la région Analanjirofo (public) en 2019 ?
755,Quel est le pourcentage d'étudiants inscrits dans le domaine SE en 2022 d'après la Graphe 13 ?
756,"D'après la Graphe 29. quel est le pourcentage d'enseignants dans la tranche d'âge ""[40 - 45["" en 2022 ?"
757,Quel est le titre de la Graphe 25 ?
758,Quel était le taux de réussite en L3 pour le CNTEMAD en 2020 ?
759,Que présente la Graphe 12 ?
760,D'après le texte. quelle est la proportion moyenne d'étudiants inscrits au second cycle ?
761,Combien d'étudiants étaient inscrits à Antananarivo (IST) en 2021 ?
